Grade,Occ_Class,Jurisdiction,Salary,Date
4.2.5,Officer,Tasmania,80425,19/08/2019
5.1.2,Officer,Tasmania,83771,19/08/2019
5.1.3,Officer,Tasmania,85886,19/08/2019
5.2.1,Officer,Tasmania,87113,19/08/2019
5.2.2,Officer,Tasmania,87912,19/08/2019
6.1.2,Senior Officer,Tasmania,91947,19/08/2019
6.1.3,Senior Officer,Tasmania,93784,19/08/2019
6.1.4,Senior Officer,Tasmania,96843,19/08/2019
6.2.2,Senior Officer,Tasmania,99308,19/08/2019
6.2.3,Senior Officer,Tasmania,101054,19/08/2019
6.2.4,Senior Officer,Tasmania,102790,19/08/2019
6.2.5,Senior Officer,Tasmania,104103,19/08/2019
7.1.2,Principal Officer,Tasmania,109125,19/08/2019
7.1.3,Principal Officer,Tasmania,111305,19/08/2019
7.2.2,Principal Officer,Tasmania,113529,19/08/2019
7.2.3,Principal Officer,Tasmania,114895,19/08/2019
8.1.2,Manager,Tasmania,118819,19/08/2019
8.1.3,Manager,Tasmania,121193,19/08/2019
8.2.2,Manager,Tasmania,125468,19/08/2019
8.2.3,Manager,Tasmania,126893,19/08/2019
9.1.2,Specialist,Tasmania,144077,19/08/2019
9.1.3,Specialist,Tasmania,150929,19/08/2019
9.1.4,Specialist,Tasmania,157785,19/08/2019
9.1.5,Specialist,Tasmania,159373,19/08/2019
1.1.1,Junior Officer,Tasmania,43896,30/11/2019
1.1.3,Junior Officer,Tasmania,46940,30/11/2019
1.2.2,Junior Officer,Tasmania,49979,30/11/2019
1.2.4,Junior Officer,Tasmania,52837,30/11/2019
1.2.5,Junior Officer,Tasmania,53591,30/11/2019
10.1.2,Specialist,Tasmania,169905,30/11/2019
10.1.3,Specialist,Tasmania,177991,30/11/2019
10.1.4,Specialist,Tasmania,186076,30/11/2019
10.1.5,Specialist,Tasmania,187804,30/11/2019
2.1.2,Junior Officer,Tasmania,55450,30/11/2019
2.1.3,Junior Officer,Tasmania,56469,30/11/2019
2.1.4,Junior Officer,Tasmania,57535,30/11/2019
2.1.5,Junior Officer,Tasmania,58934,30/11/2019
2.1.6,Junior Officer,Tasmania,59786,30/11/2019
3.1.2,Junior Officer,Tasmania,62277,30/11/2019
3.1.3,Junior Officer,Tasmania,63522,30/11/2019
3.1.4,Junior Officer,Tasmania,64748,30/11/2019
3.1.5,Junior Officer,Tasmania,66430,30/11/2019
3.1.6,Junior Officer,Tasmania,67430,30/11/2019
4.1.2,Officer,Tasmania,69750,30/11/2019
4.1.3,Officer,Tasmania,71566,30/11/2019
4.1.4,Officer,Tasmania,73484,30/11/2019
4.2.2,Officer,Tasmania,74725,30/11/2019
4.2.3,Officer,Tasmania,76668,30/11/2019
4.2.4,Officer,Tasmania,79232,30/11/2019
4.2.5,Officer,Tasmania,80425,30/11/2019
5.1.2,Officer,Tasmania,83771,30/11/2019
5.1.3,Officer,Tasmania,85886,30/11/2019
5.2.1,Officer,Tasmania,87113,30/11/2019
5.2.2,Officer,Tasmania,87912,30/11/2019
6.1.2,Senior Officer,Tasmania,91947,30/11/2019
6.1.3,Senior Officer,Tasmania,93784,30/11/2019
6.1.4,Senior Officer,Tasmania,96843,30/11/2019
6.2.2,Senior Officer,Tasmania,99308,30/11/2019
6.2.3,Senior Officer,Tasmania,101054,30/11/2019
6.2.4,Senior Officer,Tasmania,102790,30/11/2019
6.2.5,Senior Officer,Tasmania,104103,30/11/2019
7.1.2,Principal Officer,Tasmania,109125,30/11/2019
7.1.3,Principal Officer,Tasmania,111305,30/11/2019
7.2.2,Principal Officer,Tasmania,113529,30/11/2019
7.2.3,Principal Officer,Tasmania,114895,30/11/2019
8.1.2,Manager,Tasmania,118819,30/11/2019
8.1.3,Manager,Tasmania,121193,30/11/2019
8.2.2,Manager,Tasmania,125468,30/11/2019
8.2.3,Manager,Tasmania,126893,30/11/2019
9.1.2,Specialist,Tasmania,144077,30/11/2019
9.1.3,Specialist,Tasmania,150929,30/11/2019
9.1.4,Specialist,Tasmania,157785,30/11/2019
9.1.5,Specialist,Tasmania,159373,30/11/2019
1.1.1,Junior Officer,Tasmania,44838,1/12/2019
1.1.3,Junior Officer,Tasmania,47948,1/12/2019
1.2.2,Junior Officer,Tasmania,51052,1/12/2019
1.2.4,Junior Officer,Tasmania,53971,1/12/2019
1.2.5,Junior Officer,Tasmania,54742,1/12/2019
10.1.2,Specialist,Tasmania,173690,1/12/2019
10.1.3,Specialist,Tasmania,181962,1/12/2019
10.1.4,Specialist,Tasmania,190233,1/12/2019
10.1.5,Specialist,Tasmania,192001,1/12/2019
2.1.2,Junior Officer,Tasmania,56640,1/12/2019
2.1.3,Junior Officer,Tasmania,57681,1/12/2019
2.1.4,Junior Officer,Tasmania,58770,1/12/2019
2.1.5,Junior Officer,Tasmania,60199,1/12/2019
2.1.6,Junior Officer,Tasmania,61069,1/12/2019
3.1.2,Junior Officer,Tasmania,63614,1/12/2019
3.1.3,Junior Officer,Tasmania,64886,1/12/2019
3.1.4,Junior Officer,Tasmania,66138,1/12/2019
3.1.5,Junior Officer,Tasmania,67857,1/12/2019
3.1.6,Junior Officer,Tasmania,68878,1/12/2019
4.1.2,Officer,Tasmania,71248,1/12/2019
4.1.3,Officer,Tasmania,73103,1/12/2019
4.1.4,Officer,Tasmania,75062,1/12/2019
4.2.2,Officer,Tasmania,76329,1/12/2019
4.2.3,Officer,Tasmania,78314,1/12/2019
4.2.4,Officer,Tasmania,80933,1/12/2019
4.2.5,Officer,Tasmania,82152,1/12/2019
5.1.2,Officer,Tasmania,85575,1/12/2019
5.1.3,Officer,Tasmania,87739,1/12/2019
5.2.1,Officer,Tasmania,88994,1/12/2019
5.2.2,Officer,Tasmania,89811,1/12/2019
6.1.2,Senior Officer,Tasmania,93939,1/12/2019
6.1.3,Senior Officer,Tasmania,95818,1/12/2019
6.1.4,Senior Officer,Tasmania,98948,1/12/2019
6.2.2,Senior Officer,Tasmania,101469,1/12/2019
6.2.3,Senior Officer,Tasmania,103255,1/12/2019
6.2.4,Senior Officer,Tasmania,105031,1/12/2019
6.2.5,Senior Officer,Tasmania,106375,1/12/2019
7.1.2,Principal Officer,Tasmania,111512,1/12/2019
7.1.3,Principal Officer,Tasmania,113742,1/12/2019
7.2.2,Principal Officer,Tasmania,116017,1/12/2019
7.2.3,Principal Officer,Tasmania,117415,1/12/2019
8.1.2,Manager,Tasmania,121429,1/12/2019
8.1.3,Manager,Tasmania,123858,1/12/2019
8.2.2,Manager,Tasmania,128231,1/12/2019
8.2.3,Manager,Tasmania,129689,1/12/2019
9.1.2,Specialist,Tasmania,147268,1/12/2019
9.1.3,Specialist,Tasmania,154278,1/12/2019
9.1.4,Specialist,Tasmania,161291,1/12/2019
9.1.5,Specialist,Tasmania,162916,1/12/2019
1.1.1,Junior Officer,Tasmania,44838,30/11/2020
1.1.3,Junior Officer,Tasmania,47948,30/11/2020
1.2.2,Junior Officer,Tasmania,51052,30/11/2020
1.2.4,Junior Officer,Tasmania,53971,30/11/2020
1.2.5,Junior Officer,Tasmania,54742,30/11/2020
10.1.2,Specialist,Tasmania,173690,30/11/2020
10.1.3,Specialist,Tasmania,181962,30/11/2020
10.1.4,Specialist,Tasmania,190233,30/11/2020
10.1.5,Specialist,Tasmania,192001,30/11/2020
2.1.2,Junior Officer,Tasmania,56640,30/11/2020
2.1.3,Junior Officer,Tasmania,57681,30/11/2020
2.1.4,Junior Officer,Tasmania,58770,30/11/2020
2.1.5,Junior Officer,Tasmania,60199,30/11/2020
2.1.6,Junior Officer,Tasmania,61069,30/11/2020
3.1.2,Junior Officer,Tasmania,63614,30/11/2020
3.1.3,Junior Officer,Tasmania,64886,30/11/2020
3.1.4,Junior Officer,Tasmania,66138,30/11/2020
3.1.5,Junior Officer,Tasmania,67857,30/11/2020
3.1.6,Junior Officer,Tasmania,68878,30/11/2020
4.1.2,Officer,Tasmania,71248,30/11/2020
4.1.3,Officer,Tasmania,73103,30/11/2020
4.1.4,Officer,Tasmania,75062,30/11/2020
4.2.2,Officer,Tasmania,76329,30/11/2020
4.2.3,Officer,Tasmania,78314,30/11/2020
4.2.4,Officer,Tasmania,80933,30/11/2020
4.2.5,Officer,Tasmania,82152,30/11/2020
5.1.2,Officer,Tasmania,85575,30/11/2020
5.1.3,Officer,Tasmania,87739,30/11/2020
5.2.1,Officer,Tasmania,88994,30/11/2020
5.2.2,Officer,Tasmania,89811,30/11/2020
6.1.2,Senior Officer,Tasmania,93939,30/11/2020
6.1.3,Senior Officer,Tasmania,95818,30/11/2020
6.1.4,Senior Officer,Tasmania,98948,30/11/2020
6.2.2,Senior Officer,Tasmania,101469,30/11/2020
6.2.3,Senior Officer,Tasmania,103255,30/11/2020
6.2.4,Senior Officer,Tasmania,105031,30/11/2020
6.2.5,Senior Officer,Tasmania,106375,30/11/2020
7.1.2,Principal Officer,Tasmania,111512,30/11/2020
7.1.3,Principal Officer,Tasmania,113742,30/11/2020
7.2.2,Principal Officer,Tasmania,116017,30/11/2020
7.2.3,Principal Officer,Tasmania,117415,30/11/2020
8.1.2,Manager,Tasmania,121429,30/11/2020
8.1.3,Manager,Tasmania,123858,30/11/2020
8.2.2,Manager,Tasmania,128231,30/11/2020
8.2.3,Manager,Tasmania,129689,30/11/2020
9.1.2,Specialist,Tasmania,147268,30/11/2020
9.1.3,Specialist,Tasmania,154278,30/11/2020
9.1.4,Specialist,Tasmania,161291,30/11/2020
9.1.5,Specialist,Tasmania,162916,30/11/2020
1.1.1,Junior Officer,Tasmania,45869,1/12/2020
1.1.3,Junior Officer,Tasmania,49051,1/12/2020
1.2.2,Junior Officer,Tasmania,52226,1/12/2020
1.2.4,Junior Officer,Tasmania,55212,1/12/2020
1.2.5,Junior Officer,Tasmania,56001,1/12/2020
10.1.2,Specialist,Tasmania,177685,1/12/2020
10.1.3,Specialist,Tasmania,186147,1/12/2020
10.1.4,Specialist,Tasmania,194608,1/12/2020
10.1.5,Specialist,Tasmania,196417,1/12/2020
2.1.2,Junior Officer,Tasmania,57943,1/12/2020
2.1.3,Junior Officer,Tasmania,59008,1/12/2020
2.1.4,Junior Officer,Tasmania,60122,1/12/2020
2.1.5,Junior Officer,Tasmania,61584,1/12/2020
2.1.6,Junior Officer,Tasmania,62474,1/12/2020
3.1.2,Junior Officer,Tasmania,65077,1/12/2020
3.1.3,Junior Officer,Tasmania,66378,1/12/2020
3.1.4,Junior Officer,Tasmania,67659,1/12/2020
3.1.5,Junior Officer,Tasmania,69418,1/12/2020
3.1.6,Junior Officer,Tasmania,70462,1/12/2020
4.1.2,Officer,Tasmania,72887,1/12/2020
4.1.3,Officer,Tasmania,74784,1/12/2020
4.1.4,Officer,Tasmania,76788,1/12/2020
4.2.2,Officer,Tasmania,78085,1/12/2020
4.2.3,Officer,Tasmania,80115,1/12/2020
4.2.4,Officer,Tasmania,82794,1/12/2020
4.2.5,Officer,Tasmania,84041,1/12/2020
5.1.2,Officer,Tasmania,87543,1/12/2020
5.1.3,Officer,Tasmania,89757,1/12/2020
5.2.1,Officer,Tasmania,91041,1/12/2020
5.2.2,Officer,Tasmania,91877,1/12/2020
6.1.2,Senior Officer,Tasmania,96100,1/12/2020
6.1.3,Senior Officer,Tasmania,98022,1/12/2020
6.1.4,Senior Officer,Tasmania,101224,1/12/2020
6.2.2,Senior Officer,Tasmania,103803,1/12/2020
6.2.3,Senior Officer,Tasmania,105630,1/12/2020
6.2.4,Senior Officer,Tasmania,107447,1/12/2020
6.2.5,Senior Officer,Tasmania,108822,1/12/2020
7.1.2,Principal Officer,Tasmania,114077,1/12/2020
7.1.3,Principal Officer,Tasmania,116358,1/12/2020
7.2.2,Principal Officer,Tasmania,118685,1/12/2020
7.2.3,Principal Officer,Tasmania,120116,1/12/2020
8.1.2,Manager,Tasmania,124222,1/12/2020
8.1.3,Manager,Tasmania,126707,1/12/2020
8.2.2,Manager,Tasmania,131180,1/12/2020
8.2.3,Manager,Tasmania,132672,1/12/2020
9.1.2,Specialist,Tasmania,150655,1/12/2020
9.1.3,Specialist,Tasmania,157826,1/12/2020
9.1.4,Specialist,Tasmania,165001,1/12/2020
9.1.5,Specialist,Tasmania,166663,1/12/2020
1.1.1,Junior Officer,Tasmania,45869,30/11/2021
1.1.3,Junior Officer,Tasmania,49051,30/11/2021
1.2.2,Junior Officer,Tasmania,52226,30/11/2021
1.2.4,Junior Officer,Tasmania,55212,30/11/2021
1.2.5,Junior Officer,Tasmania,56001,30/11/2021
10.1.2,Specialist,Tasmania,177685,30/11/2021
10.1.3,Specialist,Tasmania,186147,30/11/2021
10.1.4,Specialist,Tasmania,194608,30/11/2021
10.1.5,Specialist,Tasmania,196417,30/11/2021
2.1.2,Junior Officer,Tasmania,57943,30/11/2021
2.1.3,Junior Officer,Tasmania,59008,30/11/2021
2.1.4,Junior Officer,Tasmania,60122,30/11/2021
2.1.5,Junior Officer,Tasmania,61584,30/11/2021
2.1.6,Junior Officer,Tasmania,62474,30/11/2021
3.1.2,Junior Officer,Tasmania,65077,30/11/2021
3.1.3,Junior Officer,Tasmania,66378,30/11/2021
3.1.4,Junior Officer,Tasmania,67659,30/11/2021
3.1.5,Junior Officer,Tasmania,69418,30/11/2021
3.1.6,Junior Officer,Tasmania,70462,30/11/2021
4.1.2,Officer,Tasmania,72887,30/11/2021
4.1.3,Officer,Tasmania,74784,30/11/2021
4.1.4,Officer,Tasmania,76788,30/11/2021
4.2.2,Officer,Tasmania,78085,30/11/2021
4.2.3,Officer,Tasmania,80115,30/11/2021
4.2.4,Officer,Tasmania,82794,30/11/2021
4.2.5,Officer,Tasmania,84041,30/11/2021
5.1.2,Officer,Tasmania,87543,30/11/2021
5.1.3,Officer,Tasmania,89757,30/11/2021
5.2.1,Officer,Tasmania,91041,30/11/2021
5.2.2,Officer,Tasmania,91877,30/11/2021
6.1.2,Senior Officer,Tasmania,96100,30/11/2021
6.1.3,Senior Officer,Tasmania,98022,30/11/2021
6.1.4,Senior Officer,Tasmania,101224,30/11/2021
6.2.2,Senior Officer,Tasmania,103803,30/11/2021
6.2.3,Senior Officer,Tasmania,105630,30/11/2021
6.2.4,Senior Officer,Tasmania,107447,30/11/2021
6.2.5,Senior Officer,Tasmania,108822,30/11/2021
7.1.2,Principal Officer,Tasmania,114077,30/11/2021
7.1.3,Principal Officer,Tasmania,116358,30/11/2021
7.2.2,Principal Officer,Tasmania,118685,30/11/2021
7.2.3,Principal Officer,Tasmania,120116,30/11/2021
8.1.2,Manager,Tasmania,124222,30/11/2021
8.1.3,Manager,Tasmania,126707,30/11/2021
8.2.2,Manager,Tasmania,131180,30/11/2021
8.2.3,Manager,Tasmania,132672,30/11/2021
9.1.2,Specialist,Tasmania,150655,30/11/2021
9.1.3,Specialist,Tasmania,157826,30/11/2021
9.1.4,Specialist,Tasmania,165001,30/11/2021
9.1.5,Specialist,Tasmania,166663,30/11/2021
1.1.1,Junior Officer,Tasmania,46947,1/12/2021
1.1.3,Junior Officer,Tasmania,50204,1/12/2021
1.2.2,Junior Officer,Tasmania,53453,1/12/2021
1.2.4,Junior Officer,Tasmania,56509,1/12/2021
1.2.5,Junior Officer,Tasmania,57317,1/12/2021
10.1.2,Specialist,Tasmania,181861,1/12/2021
10.1.3,Specialist,Tasmania,190521,1/12/2021
10.1.4,Specialist,Tasmania,199181,1/12/2021
10.1.5,Specialist,Tasmania,201033,1/12/2021
2.1.2,Junior Officer,Tasmania,59305,1/12/2021
2.1.3,Junior Officer,Tasmania,60395,1/12/2021
2.1.4,Junior Officer,Tasmania,61535,1/12/2021
2.1.5,Junior Officer,Tasmania,63031,1/12/2021
2.1.6,Junior Officer,Tasmania,63942,1/12/2021
3.1.2,Junior Officer,Tasmania,66606,1/12/2021
3.1.3,Junior Officer,Tasmania,67938,1/12/2021
3.1.4,Junior Officer,Tasmania,69249,1/12/2021
3.1.5,Junior Officer,Tasmania,71049,1/12/2021
3.1.6,Junior Officer,Tasmania,72118,1/12/2021
4.1.2,Officer,Tasmania,74600,1/12/2021
4.1.3,Officer,Tasmania,76541,1/12/2021
4.1.4,Officer,Tasmania,78593,1/12/2021
4.2.2,Officer,Tasmania,79920,1/12/2021
4.2.3,Officer,Tasmania,81998,1/12/2021
4.2.4,Officer,Tasmania,84740,1/12/2021
4.2.5,Officer,Tasmania,86016,1/12/2021
5.1.2,Officer,Tasmania,89600,1/12/2021
5.1.3,Officer,Tasmania,91866,1/12/2021
5.2.1,Officer,Tasmania,93180,1/12/2021
5.2.2,Officer,Tasmania,94036,1/12/2021
6.1.2,Senior Officer,Tasmania,98358,1/12/2021
6.1.3,Senior Officer,Tasmania,100326,1/12/2021
6.1.4,Senior Officer,Tasmania,103603,1/12/2021
6.2.2,Senior Officer,Tasmania,106242,1/12/2021
6.2.3,Senior Officer,Tasmania,108112,1/12/2021
6.2.4,Senior Officer,Tasmania,109972,1/12/2021
6.2.5,Senior Officer,Tasmania,111379,1/12/2021
7.1.2,Principal Officer,Tasmania,116758,1/12/2021
7.1.3,Principal Officer,Tasmania,119092,1/12/2021
7.2.2,Principal Officer,Tasmania,121474,1/12/2021
7.2.3,Principal Officer,Tasmania,122939,1/12/2021
8.1.2,Manager,Tasmania,127141,1/12/2021
8.1.3,Manager,Tasmania,129685,1/12/2021
8.2.2,Manager,Tasmania,134263,1/12/2021
8.2.3,Manager,Tasmania,135790,1/12/2021
9.1.2,Specialist,Tasmania,154195,1/12/2021
9.1.3,Specialist,Tasmania,161535,1/12/2021
9.1.4,Specialist,Tasmania,168879,1/12/2021
9.1.5,Specialist,Tasmania,170580,1/12/2021
1.1.1,Junior Officer,Tasmania,46947,30/11/2022
1.1.3,Junior Officer,Tasmania,50204,30/11/2022
1.2.2,Junior Officer,Tasmania,53453,30/11/2022
1.2.4,Junior Officer,Tasmania,56509,30/11/2022
1.2.5,Junior Officer,Tasmania,57317,30/11/2022
10.1.2,Specialist,Tasmania,181861,30/11/2022
10.1.3,Specialist,Tasmania,190521,30/11/2022
10.1.4,Specialist,Tasmania,199181,30/11/2022
10.1.5,Specialist,Tasmania,201033,30/11/2022
2.1.2,Junior Officer,Tasmania,59305,30/11/2022
2.1.3,Junior Officer,Tasmania,60395,30/11/2022
2.1.4,Junior Officer,Tasmania,61535,30/11/2022
2.1.5,Junior Officer,Tasmania,63031,30/11/2022
2.1.6,Junior Officer,Tasmania,63942,30/11/2022
3.1.2,Junior Officer,Tasmania,66606,30/11/2022
3.1.3,Junior Officer,Tasmania,67938,30/11/2022
3.1.4,Junior Officer,Tasmania,69249,30/11/2022
3.1.5,Junior Officer,Tasmania,71049,30/11/2022
3.1.6,Junior Officer,Tasmania,72118,30/11/2022
4.1.2,Officer,Tasmania,74600,30/11/2022
4.1.3,Officer,Tasmania,76541,30/11/2022
4.1.4,Officer,Tasmania,78593,30/11/2022
4.2.2,Officer,Tasmania,79920,30/11/2022
4.2.3,Officer,Tasmania,81998,30/11/2022
4.2.4,Officer,Tasmania,84740,30/11/2022
4.2.5,Officer,Tasmania,86016,30/11/2022
5.1.2,Officer,Tasmania,89600,30/11/2022
5.1.3,Officer,Tasmania,91866,30/11/2022
5.2.1,Officer,Tasmania,93180,30/11/2022
5.2.2,Officer,Tasmania,94036,30/11/2022
6.1.2,Senior Officer,Tasmania,98358,30/11/2022
6.1.3,Senior Officer,Tasmania,100326,30/11/2022
6.1.4,Senior Officer,Tasmania,103603,30/11/2022
6.2.2,Senior Officer,Tasmania,106242,30/11/2022
6.2.3,Senior Officer,Tasmania,108112,30/11/2022
6.2.4,Senior Officer,Tasmania,109972,30/11/2022
6.2.5,Senior Officer,Tasmania,111379,30/11/2022
7.1.2,Principal Officer,Tasmania,116758,30/11/2022
7.1.3,Principal Officer,Tasmania,119092,30/11/2022
7.2.2,Principal Officer,Tasmania,121474,30/11/2022
7.2.3,Principal Officer,Tasmania,122939,30/11/2022
8.1.2,Manager,Tasmania,127141,30/11/2022
8.1.3,Manager,Tasmania,129685,30/11/2022
8.2.2,Manager,Tasmania,134263,30/11/2022
8.2.3,Manager,Tasmania,135790,30/11/2022
9.1.2,Specialist,Tasmania,154195,30/11/2022
9.1.3,Specialist,Tasmania,161535,30/11/2022
9.1.4,Specialist,Tasmania,168879,30/11/2022
9.1.5,Specialist,Tasmania,170580,30/11/2022
1.1.1,Junior Officer,Tasmania,50143,1/12/2022
1.1.3,Junior Officer,Tasmania,53514,1/12/2022
1.2.2,Junior Officer,Tasmania,56876,1/12/2022
1.2.4,Junior Officer,Tasmania,60039,1/12/2022
1.2.5,Junior Officer,Tasmania,60876,1/12/2022
10.1.2,Specialist,Tasmania,189261,1/12/2022
10.1.3,Specialist,Tasmania,198224,1/12/2022
10.1.4,Specialist,Tasmania,207187,1/12/2022
10.1.5,Specialist,Tasmania,209104,1/12/2022
2.1.2,Junior Officer,Tasmania,62933,1/12/2022
2.1.3,Junior Officer,Tasmania,64061,1/12/2022
2.1.4,Junior Officer,Tasmania,65241,1/12/2022
2.1.5,Junior Officer,Tasmania,66790,1/12/2022
2.1.6,Junior Officer,Tasmania,67733,1/12/2022
3.1.2,Junior Officer,Tasmania,70490,1/12/2022
3.1.3,Junior Officer,Tasmania,71868,1/12/2022
3.1.4,Junior Officer,Tasmania,73225,1/12/2022
3.1.5,Junior Officer,Tasmania,75088,1/12/2022
3.1.6,Junior Officer,Tasmania,76195,1/12/2022
4.1.2,Officer,Tasmania,78246,1/12/2022
4.1.3,Officer,Tasmania,80255,1/12/2022
4.1.4,Officer,Tasmania,82379,1/12/2022
4.2.2,Officer,Tasmania,83752,1/12/2022
4.2.3,Officer,Tasmania,85903,1/12/2022
4.2.4,Officer,Tasmania,88741,1/12/2022
4.2.5,Officer,Tasmania,90062,1/12/2022
5.1.2,Officer,Tasmania,93771,1/12/2022
5.1.3,Officer,Tasmania,96116,1/12/2022
5.2.1,Officer,Tasmania,97476,1/12/2022
5.2.2,Officer,Tasmania,98362,1/12/2022
6.1.2,Senior Officer,Tasmania,102836,1/12/2022
6.1.3,Senior Officer,Tasmania,104872,1/12/2022
6.1.4,Senior Officer,Tasmania,108264,1/12/2022
6.2.2,Senior Officer,Tasmania,110996,1/12/2022
6.2.3,Senior Officer,Tasmania,112931,1/12/2022
6.2.4,Senior Officer,Tasmania,114856,1/12/2022
6.2.5,Senior Officer,Tasmania,116312,1/12/2022
7.1.2,Principal Officer,Tasmania,121880,1/12/2022
7.1.3,Principal Officer,Tasmania,124295,1/12/2022
7.2.2,Principal Officer,Tasmania,126761,1/12/2022
7.2.3,Principal Officer,Tasmania,128277,1/12/2022
8.1.2,Manager,Tasmania,132626,1/12/2022
8.1.3,Manager,Tasmania,135259,1/12/2022
8.2.2,Manager,Tasmania,139997,1/12/2022
8.2.3,Manager,Tasmania,141578,1/12/2022
9.1.2,Specialist,Tasmania,160627,1/12/2022
9.1.3,Specialist,Tasmania,168224,1/12/2022
9.1.4,Specialist,Tasmania,175825,1/12/2022
9.1.5,Specialist,Tasmania,177585,1/12/2022
1.1.1,Junior Officer,Tasmania,50143,22/12/2022
1.1.3,Junior Officer,Tasmania,53514,22/12/2022
1.2.2,Junior Officer,Tasmania,56876,22/12/2022
1.2.4,Junior Officer,Tasmania,60039,22/12/2022
1.2.5,Junior Officer,Tasmania,60876,22/12/2022
10.1.2,Specialist,Tasmania,189261,22/12/2022
10.1.3,Specialist,Tasmania,198224,22/12/2022
10.1.4,Specialist,Tasmania,207187,22/12/2022
10.1.5,Specialist,Tasmania,209104,22/12/2022
2.1.2,Junior Officer,Tasmania,62933,22/12/2022
2.1.3,Junior Officer,Tasmania,64061,22/12/2022
2.1.4,Junior Officer,Tasmania,65241,22/12/2022
2.1.5,Junior Officer,Tasmania,66790,22/12/2022
2.1.6,Junior Officer,Tasmania,67733,22/12/2022
3.1.2,Junior Officer,Tasmania,70490,22/12/2022
3.1.3,Junior Officer,Tasmania,71868,22/12/2022
3.1.4,Junior Officer,Tasmania,73225,22/12/2022
3.1.5,Junior Officer,Tasmania,75088,22/12/2022
3.1.6,Junior Officer,Tasmania,76195,22/12/2022
4.1.2,Officer,Tasmania,78246,22/12/2022
4.1.3,Officer,Tasmania,80255,22/12/2022
4.1.4,Officer,Tasmania,82379,22/12/2022
4.2.2,Officer,Tasmania,83752,22/12/2022
4.2.3,Officer,Tasmania,85903,22/12/2022
4.2.4,Officer,Tasmania,88741,22/12/2022
4.2.5,Officer,Tasmania,90062,22/12/2022
5.1.2,Officer,Tasmania,93771,22/12/2022
5.1.3,Officer,Tasmania,96116,22/12/2022
5.2.1,Officer,Tasmania,97476,22/12/2022
5.2.2,Officer,Tasmania,98362,22/12/2022
6.1.2,Senior Officer,Tasmania,102836,22/12/2022
6.1.3,Senior Officer,Tasmania,104872,22/12/2022
6.1.4,Senior Officer,Tasmania,108264,22/12/2022
6.2.2,Senior Officer,Tasmania,110996,22/12/2022
6.2.3,Senior Officer,Tasmania,112931,22/12/2022
6.2.4,Senior Officer,Tasmania,114856,22/12/2022
6.2.5,Senior Officer,Tasmania,116312,22/12/2022
7.1.2,Principal Officer,Tasmania,121880,22/12/2022
7.1.3,Principal Officer,Tasmania,124295,22/12/2022
7.2.2,Principal Officer,Tasmania,126761,22/12/2022
7.2.3,Principal Officer,Tasmania,128277,22/12/2022
8.1.2,Manager,Tasmania,132626,22/12/2022
8.1.3,Manager,Tasmania,135259,22/12/2022
8.2.2,Manager,Tasmania,139997,22/12/2022
8.2.3,Manager,Tasmania,141578,22/12/2022
9.1.2,Specialist,Tasmania,160627,22/12/2022
9.1.3,Specialist,Tasmania,168224,22/12/2022
9.1.4,Specialist,Tasmania,175825,22/12/2022
9.1.5,Specialist,Tasmania,177585,22/12/2022
1.1.1,Junior Officer,Tasmania,51143,23/12/2022
1.1.3,Junior Officer,Tasmania,54514,23/12/2022
1.2.2,Junior Officer,Tasmania,57876,23/12/2022
1.2.4,Junior Officer,Tasmania,61039,23/12/2022
1.2.5,Junior Officer,Tasmania,61876,23/12/2022
10.1.2,Specialist,Tasmania,189261,23/12/2022
10.1.3,Specialist,Tasmania,198224,23/12/2022
10.1.4,Specialist,Tasmania,207187,23/12/2022
10.1.5,Specialist,Tasmania,209104,23/12/2022
2.1.2,Junior Officer,Tasmania,63933,23/12/2022
2.1.3,Junior Officer,Tasmania,65061,23/12/2022
2.1.4,Junior Officer,Tasmania,66241,23/12/2022
2.1.5,Junior Officer,Tasmania,67790,23/12/2022
2.1.6,Junior Officer,Tasmania,68733,23/12/2022
3.1.2,Junior Officer,Tasmania,71490,23/12/2022
3.1.3,Junior Officer,Tasmania,72868,23/12/2022
3.1.4,Junior Officer,Tasmania,74225,23/12/2022
3.1.5,Junior Officer,Tasmania,76088,23/12/2022
3.1.6,Junior Officer,Tasmania,77195,23/12/2022
4.1.2,Officer,Tasmania,78246,23/12/2022
4.1.3,Officer,Tasmania,80255,23/12/2022
4.1.4,Officer,Tasmania,82379,23/12/2022
4.2.2,Officer,Tasmania,83752,23/12/2022
4.2.3,Officer,Tasmania,85903,23/12/2022
4.2.4,Officer,Tasmania,88741,23/12/2022
4.2.5,Officer,Tasmania,90062,23/12/2022
5.1.2,Officer,Tasmania,93771,23/12/2022
5.1.3,Officer,Tasmania,96116,23/12/2022
5.2.1,Officer,Tasmania,97476,23/12/2022
5.2.2,Officer,Tasmania,98362,23/12/2022
6.1.2,Senior Officer,Tasmania,102836,23/12/2022
6.1.3,Senior Officer,Tasmania,104872,23/12/2022
6.1.4,Senior Officer,Tasmania,108264,23/12/2022
6.2.2,Senior Officer,Tasmania,110996,23/12/2022
6.2.3,Senior Officer,Tasmania,112931,23/12/2022
6.2.4,Senior Officer,Tasmania,114856,23/12/2022
6.2.5,Senior Officer,Tasmania,116312,23/12/2022
7.1.2,Principal Officer,Tasmania,121880,23/12/2022
